title,artist,weeks,peak_rank,peak_date,id,title_spotify,album,sp_popularity,colab,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,mode,tempo,duration
Bimbombey,Jimmie Rodgers,16.0,11.0,1958-11-05,3FBY6gxAJjcJHwkKIGblEY,Bimbombey,I'm Falling In Love Again,25.0,N,2020-02-27,0.718,0.404,-11.029,0.0314,0.502,0.0,0.0656,0.79,11.0,1.0,89.57,137.6
Biology,Danny Valentino,2.0,95.0,1960-06-01,6kLZ1DzSxBkNVvdQm6CX0N,Tell Me,Disturbing Tha Peace Presents Bobby Valentino,57.0,N,2005-01-01,0.652,0.798,-5.303,0.0512,0.44,0.00233,0.298,0.531,4.0,0.0,95.038,260.067
Bird Dog,The Everly Brothers,18.0,2.0,1958-01-01,2ZCkqAo0tzzCVOth7ityh5,Bird Dog,The Very Best of The Everly Brothers,41.0,N,1964-08-01,0.658,0.706,-9.076,0.0354,0.686,2.18e-06,0.166,0.965,11.0,1.0,141.194,136.427
Black Land Farmer,Frankie Miller,2.0,86.0,1961-07-05,7xECdsQ8kAX1O5fbxABa0s,Black Land Farmer,Country Music's Great New Star,23.0,N,1976,0.599,0.471,-10.291,0.029,0.596,0.0,0.333,0.936,9.0,1.0,101.147,151.38
"Blah, Blah, Blah",Nicola Paone,7.0,57.0,1959-02-04,0DjvEtL6of7GNZlGvvcx1V,"Blah, Blah, Blah","Rock and Pop Oldies Mix, Vol. 1",1.0,N,2015-12-17,0.653,0.179,-17.542,0.855,0.836,0.0,0.109,0.611,0.0,1.0,114.135,159.347
Bless You,Tony Orlando,2.0,73.0,1961-07-19,3SsVBEj4XR3mGqli8oKgih,Bless You,Timeless The Big Hits,11.0,N,2021-03-19,0.488,0.473,-12.155,0.0473,0.366,0.0,0.117,0.626,0.0,1.0,124.398,132.2
Blip Blop,Bill Doggett,2.0,82.0,1958-01-01,0uJAxCtCwjSnFn6HPOoIur,Blip Blop,The EP Collection,18.0,N,1976,0.688,0.721,-4.584,0.0471,0.465,0.385,0.0777,0.853,10.0,1.0,126.755,166.533
Blue Angel,Roy Orbison,14.0,9.0,1960-09-14,4LRhSbyCwaaKTBfeeizCm4,Blue Angel,Sings Lonely and Blue,43.0,N,1961,0.413,0.508,-8.936,0.0261,0.546,0.0,0.0964,0.677,5.0,1.0,105.514,171.36
Blue Blue Day,Don Gibson,8.0,32.0,1958-01-01,0lgckCZ94ZjtCBpjfRL5Su,"Blue, Blue Day",The Essential Don Gibson,34.0,N,2014-03-28,0.729,0.486,-10.84,0.0299,0.794,0.0,0.192,0.978,4.0,1.0,100.161,113.24
Blue Boy,Jim Reeves,6.0,45.0,1958-01-01,2UBGlXKG9XHgaHoGzNmhWf,Blue Boy,The Essential Jim Reeves,26.0,N,1995-07-31,0.518,0.368,-13.846,0.0283,0.696,0.00194,0.156,0.732,0.0,1.0,98.239,129.846
Blue Christmas,The Browns Featuring Jim Edward Brown,1.0,97.0,1960-12-14,5xghdTMuqQPqtDJ0bn3zkn,The Three Bells (Les Trois Cloches) (feat. Jim Ed Brown),The Essential Jim Ed Brown And The Browns (feat. Jim Ed Brown),39.0,Y,1996-01-30,0.455,0.327,-10.113,0.0328,0.83,0.0,0.0997,0.324,7.0,1.0,106.303,173.84
Blue Hawaii,Billy Vaughn And His Orchestra,10.0,37.0,1958-12-24,53LYRp9hLdpaffCkE08HE6,Blue Hawaii,Blue Hawaii,32.0,N,1959-01-01,0.259,0.365,-9.868,0.0391,0.128,0.703,0.194,0.459,3.0,1.0,189.978,124.373
Blue Moon,The Marcels,14.0,1.0,1961-03-01,75ewj77lCHHLKOlyx5KvGw,Blue Moon,The Best Of The Marcels,40.0,N,1990-06-11,0.621,0.43,-11.163,0.0343,0.69,0.0,0.075,0.938,7.0,1.0,127.74,135.2
Blue Ribbon Baby,Tommy Sands And The Raiders,11.0,50.0,1958-08-27,1bns9KycboRCz7VqkAbMTU,Blue Ribbon Baby,Capitol Collector's Series,2.0,N,2011-01-01,0.672,0.511,-10.022,0.041,0.77,0.0,0.265,0.968,8.0,1.0,94.88,106.467
Blue Tango,Bill Black's Combo,10.0,16.0,1960-11-23,7N29YCbJqmuQzspqfEebXr,Blue Tango,Bill Black's Greatest Hits,7.0,N,2016-12-01,0.698,0.892,-2.343,0.0392,0.698,0.944,0.241,0.962,7.0,1.0,132.951,124.92
Blue Tomorrow,Billy Vaughn And His Orchestra,5.0,84.0,1961-06-07,3gDAq2qneFFcCFBVYfTqnT,Blue Tomorrow,Berlin Melody,9.0,N,1961-01-01,0.197,0.223,-15.056,0.036,0.965,0.782,0.115,0.274,8.0,1.0,210.922,143.653
Blue Velvet,The Statues,3.0,84.0,1960-08-03,1KU5EHSz04JhGg3rReGJ0N,Black Velvet,Alannah Myles,71.0,N,1989-03-14,0.75,0.366,-10.07,0.0321,0.271,9.57e-05,0.106,0.477,8.0,1.0,91.138,287.44
Bluebell,Mitch Miller and his Orchestra and Chorus,1.0,94.0,1958-10-08,7zMkgVKLTUQfbKUAiBWxdc,Bluebell,Greatest Hits,8.0,N,1990-12-05,0.637,0.895,-11.485,0.0319,0.386,0.0,0.424,0.974,1.0,1.0,104.869,137.044
Bobby,Neil Scott,6.0,60.0,1961-06-07,5xtEEfyUei2ojQGQzDg4g8,Boston Two-Step: Bouncing Bobby,From The Banks Of Loch Lomond,0.0,N,1998-01-01,0.687,0.496,-11.739,0.058,0.332,0.00631,0.0533,0.967,2.0,1.0,130.565,132.4
Bobby Sox To Stockings,Frankie Avalon,13.0,8.0,1959-05-20,3QslWf6jjw6f0by37Zrupd,Bobby Sox to Stockings,Venus,29.0,N,2018-03-22,0.608,0.405,-12.973,0.031,0.781,0.0,0.263,0.617,7.0,0.0,117.758,159.949
Bonanza,Al Caiola And His Orchestra,10.0,19.0,1961-03-29,2TRW0hzjNvaZi9SMVIRTIX,Bonanza,Movie Night: Famous Soundtracks,1.0,N,2014-09-22,0.465,0.56,-11.7,0.0345,0.813,0.126,0.11,0.884,0.0,1.0,125.631,140.453
Bonaparte's Retreat,Billy Grammer,9.0,50.0,1959-04-08,1tVdfp2kNy5z7Asut0g1uP,Bonaparte's Retreat,Gotta Travel On: The Very Best Of Billy Grammar,2.0,N,2010-10-05,0.652,0.625,-8.899,0.0332,0.875,0.00698,0.087,0.875,7.0,1.0,88.628,126.413
Bongo Bongo Bongo,Preston Epps,3.0,78.0,1960-08-10,7ashP0HnlAkHKWEK91xx1v,Bongo Rock,Bongo Bongo Bongo,29.0,N,1960-05-26,0.376,0.996,-8.505,0.0666,0.807,0.907,0.512,0.406,5.0,1.0,165.598,126.613
Bongo Rock,Preston Epps,13.0,14.0,1959-05-13,7ashP0HnlAkHKWEK91xx1v,Bongo Rock,Bongo Bongo Bongo,29.0,N,1960-05-26,0.376,0.996,-8.505,0.0666,0.807,0.907,0.512,0.406,5.0,1.0,165.598,126.613
Bonnie Came Back,Duane Eddy His Twangy Guitar And The Rebels,9.0,26.0,1959-12-23,35ySEC3RyS1w36bkpgj1lT,Rebel Rouser,Have 'Twangy' Guitar Will Travel,44.0,N,1958,0.532,0.629,-7.879,0.0338,0.0529,0.9,0.109,0.634,6.0,0.0,105.557,143.627
Boo Boo Stick Beat,Chet Atkins,8.0,49.0,1959-09-23,6aw9gu4n3ZChQe3y3XRl1U,Boo Boo Stick Beat,Chet Atkins - The Master And His Music,12.0,N,2001-02-07,0.607,0.923,-11.596,0.0417,0.835,0.869,0.0904,0.827,6.0,0.0,109.117,127.28
Boogie Bear,Boyd Bennett,4.0,73.0,1959-09-16,3j9z1w6GTXGNZNbIsg8z6A,Boogie Shoe's,Dis 'N' Dat,25.0,N,2000-01-02,0.848,0.75,-3.926,0.0476,0.406,0.0,0.0773,0.961,9.0,1.0,120.837,164.987
Boogie Woogie,B. Bumble & The Stingers,1.0,89.0,1961-07-05,6ymaGBJqiFmJYbFnat9cHc,Boogie Woogie,The Piano Stylings of B. Bumble,9.0,N,1961-05-26,0.513,0.88,-6.892,0.0388,0.32,0.923,0.49,0.964,11.0,1.0,80.466,131.827
Boom-A-Dip-Dip,Stan Robinson,4.0,83.0,1959-03-25,2X5ic6n67INljHSmdyRrVy,Boom-A-Dip-Dip,"Teen Scene!, Vol. 6",3.0,N,2019-07-26,0.66,0.883,-6.868,0.136,0.603,7.91e-06,0.0445,0.961,5.0,1.0,133.39,127.027
Born Too Late,Poni-Tails,14.0,7.0,1958-01-01,3ZyJfbh2Y9y15f45qY1pDJ,Born Too Late,Born Too Late,56.0,N,1958-05-26,0.552,0.284,-10.481,0.0259,0.821,8.15e-06,0.119,0.788,4.0,1.0,85.077,139.013
Borrowed Dreams,Bobby Helms,2.0,60.0,1958-08-13,32nnT2rB4yu7hm6BznJbfK,Borrowed Dreams,The Classic Years: 1956-1962,0.0,N,1992-01-01,0.546,0.282,-7.676,0.0258,0.786,0.0,0.222,0.444,1.0,1.0,71.449,167.293
Brass Buttons,The String-A-Longs,7.0,35.0,1961-03-22,5gXOLsgRivNLpgYwWnG2Ou,Brass Buttons,Wheels,16.0,N,1993-01-25,0.713,0.355,-14.35,0.0745,0.788,0.721,0.104,0.932,11.0,1.0,133.417,124.76
Break-Up,Jerry Lee Lewis And His Pumping Piano,5.0,52.0,1958-09-10,0Xa8TgEpDZBj32PYOXcbDO,Break-Up,Jerry Lee's Greatest,20.0,N,1961-12-01,0.537,0.791,-6.639,0.0418,0.741,0.0,0.393,0.941,0.0,1.0,169.486,158.133
Breakin' In A Brand New Broken Heart,Connie Francis,10.0,7.0,1961-04-12,4xNA2pJxLChxNS5YncIqCv,Breakin' In A Brand New Broken Heart,Connie Francis Sings Second Hand Love & Other Hits,23.0,N,1962-04-10,0.385,0.251,-7.569,0.0276,0.799,0.0,0.0565,0.308,0.0,1.0,104.586,158.813
Breaking Up Is Hard To Do,Jivin' Gene And The Jokers,4.0,69.0,1959-09-02,0epor0OoPTxKxo1HTcAPjk,Breaking up Is Hard to Do,"Swamp Gold, Vol. 1",10.0,N,1991-06-17,0.529,0.335,-15.065,0.0295,0.72,0.0,0.218,0.638,2.0,1.0,112.302,148.862
Broken Hearted,The Miracles,1.0,97.0,1961-06-28,1pDuY4309XvcaYrTWKY0ka,Broken Hearted - Single Version / Mono,Cookin' With The Miracles,2.0,N,1962-01-01,0.362,0.653,-5.929,0.0358,0.745,0.0,0.104,0.658,0.0,1.0,109.04,177.947
Broken-Hearted Melody,Sarah Vaughan,19.0,7.0,1959-07-15,43zIzwzVqI51alZlyKbKi4,Broken Hearted Melody,The Magic Of Sarah Vaughan,51.0,N,1959-01-01,0.433,0.512,-10.018,0.0345,0.837,0.0,0.185,0.794,7.0,1.0,132.38,146.36
Brontosaurus Stomp,The Piltdown Men,3.0,75.0,1960-09-07,4MexmY7hcWQB9tNfbnDBIm,Brontosaurus Stomp,Shut Down,5.0,N,1963-01-01,0.5,0.852,-13.335,0.032,0.717,0.828,0.203,0.609,2.0,1.0,107.266,156.32
Brother-In-Law (He's A Moocher),Paul Peek,3.0,84.0,1961-05-10,739SkjJC28YZmoatFrcSZV,Brother-in-Law,"Great Rare Songs, Vol. 6",0.0,N,2014-01-31,0.622,0.795,-6.315,0.041,0.78,2.25e-05,0.181,0.97,5.0,1.0,146.296,148.12
Bulldog,The Fireballs,12.0,24.0,1960-01-06,3jKLIDt1BYK7KaxFcnXTI0,Bulldog,Clovis Classics: The Definitive Collection,23.0,N,1992-08-28,0.514,0.88,-11.311,0.0395,0.138,0.779,0.175,0.883,9.0,1.0,158.893,131.387
Bullwhip Rock,Cyclones,2.0,83.0,1958-09-24,5VvcIJJBZsFnFroD1ZxKvH,(Intro) Lunar Blessing,Cyclone for Safety,20.0,N,2024-07-31,0.698,0.561,-15.049,0.0427,5.3e-06,0.209,0.0409,0.885,9.0,0.0,119.991,40.046
Bumble Bee,LaVern Baker,11.0,46.0,1960-11-09,5LjT116RLtjeZWoBfETKnC,Bumble Bee,Saved,26.0,N,1961,0.632,0.465,-10.817,0.0366,0.702,1.1e-06,0.11,0.904,5.0,0.0,119.097,147.373
Bumble Boogie,B. Bumble & The Stingers,10.0,21.0,1961-03-22,1xeClpwGkiZ2p0RCoBpGnk,Bumble Boogie - Remastered,Rock and Roll Melodies (Remastered),22.0,N,2021-10-15,0.533,0.889,-4.938,0.0443,0.198,0.812,0.0599,0.795,4.0,1.0,170.022,133.413
Bunny Hop,The Applejacks,4.0,70.0,1959-02-18,5nB3RcP0suqg9uC5OIDoGA,Bunny Hop,Dave Appell & The Applejacks 1954-1962,0.0,Y,2022-02-25,0.375,0.585,-8.729,0.033,0.117,0.924,0.207,0.788,7.0,1.0,129.045,125.333
Burning Bridges,Jack Scott,17.0,3.0,1960-04-13,217fTQXxcxGIRwi5bE18rp,Burning Bridges,"Oh, Little One",14.0,N,2023-06-16,0.492,0.196,-15.701,0.0258,0.682,0.00235,0.165,0.25,9.0,1.0,82.761,161.507
But I Do,Clarence Henry,16.0,4.0,1961-02-15,1a9EyBydOYhE7SGSodUIjP,(I Don't Know Why) But I Do,"Ain't Got No Home: The Best Of Clarence ""Frogman"" Henry (Reissue)",44.0,N,1994-04-26,0.662,0.535,-5.457,0.027,0.563,0.0,0.125,0.83,10.0,1.0,109.695,141.2
Buzz Buzz A-Diddle-It,Freddy Cannon,8.0,51.0,1961-04-26,1iSdL4d3gUXU1vc8e6vmsW,Buzz Buzz a Diddle It - Remastered,Just My Rock & Roll Classics (Remastered),3.0,N,2020-01-31,0.61,0.869,-6.199,0.0338,0.216,0.0,0.134,0.96,5.0,0.0,117.33,145.24
By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,8.0,50.0,1958-01-01,5Yg0UO6c2FAJg5lC4M8S0z,Mister Five by Five,Good Ol' 5 x 5,46.0,N,2021-02-19,0.384,0.34,-14.286,0.0406,0.506,0.0,0.367,0.895,10.0,1.0,154.49,122.347
Bye Bye Baby,Mary Wells,11.0,45.0,1961-01-25,2zsACOescN0P52A1vXI0iK,Bye Bye Baby - Single Version / Mono,Bye Bye Baby I Don't Want to Take a Chance,28.0,N,1961-11-01,0.638,0.735,-7.208,0.0496,0.687,0.161,0.488,0.813,4.0,0.0,122.758,176.56
C'est Si Bon (It's So Good),Conway Twitty,10.0,22.0,1960-12-28,7axj2soLPxuhxJEYaUoYEg,C'est si bon (It's So Good) - Single Version,It's Only Make Believe/The MGM Years,8.0,N,2008-01-01,0.58,0.617,-8.706,0.0493,0.727,0.0,0.393,0.831,0.0,1.0,120.496,134.013
C'mon Everybody,Eddie Cochran,12.0,35.0,1958-11-19,7ItZM6DMZE2m1X7yIaRxjq,C’Mon Everybody,12 Of His Biggest Hits,57.0,N,1960-05-01,0.627,0.7,-9.657,0.0522,0.121,0.0111,0.188,0.856,3.0,1.0,175.33,118.227
Calcutta,Lawrence Welk And His Orchestra,17.0,1.0,1961-02-01,1iXx0IlX5j33jyumZjBWU4,Calcutta - Remastered,My Best (Remastered),20.0,N,2019-02-08,0.482,0.681,-9.114,0.0263,0.588,0.683,0.405,0.963,0.0,1.0,81.997,132.173
Calendar Girl,Neil Sedaka,15.0,4.0,1960-12-14,7Gpx2fNJiilvrf9Ss8qbit,Calendar Girl,Rock with Sedaka (Expanded Edition),58.0,N,1959-06-12,0.703,0.649,-7.727,0.0312,0.397,0.0,0.209,0.862,8.0,0.0,122.719,159.693
California Sun,Joe Jones,3.0,89.0,1961-03-29,2MsRacjV4lNOfhPPpCuYc1,Rooftop Summer,"Deadstock, Vol. 4",36.0,N,2020-07-15,0.773,0.302,-7.353,0.0418,0.0218,0.00329,0.104,0.476,6.0,1.0,169.806,200.533
Call Me,Johnny Mathis,15.0,21.0,1958-09-24,67j5dFhlLv10REcTogd17o,Call Me - Single Version,More: Johnny's Greatest Hits,9.0,N,1959-06-22,0.292,0.494,-9.896,0.0323,0.754,0.0,0.0969,0.397,5.0,1.0,86.859,167.027
Can't Help Lovin' That Girl Of Mine,The Excels,1.0,100.0,1961-05-31,6b6IMqP565TbtFFZg9iFf3,"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops - Second Album,75.0,N,1965,0.667,0.599,-8.894,0.0291,0.245,0.0,0.107,0.971,0.0,1.0,127.935,160.28
Canadian Sunset,Etta Jones,1.0,91.0,1961-03-08,7EKMfvkFVCaCPNDgeWZDm8,Canadian Sunset,Something Nice,33.0,N,1994-01-01,0.542,0.229,-13.322,0.0415,0.918,1.21e-06,0.0929,0.338,0.0,1.0,128.608,155.307
Candy Apple Red,Bonnie Guitar,2.0,97.0,1959-12-09,0i5BCyu9VENjS4Z4ER9JJM,Candy Apple Red,Bonnie Guitar EP,14.0,N,1960,0.396,0.0534,-22.341,0.0311,0.959,0.669,0.107,0.373,9.0,1.0,62.926,144.533
Candy Man,Roy Orbison,3.0,60.0,1961-07-19,3u0NZNpHdTzIv60QTT856y,Candy Man,The Monument Singles Collection,33.0,N,2011-04-25,0.639,0.451,-10.624,0.029,0.144,0.0025,0.066,0.827,7.0,1.0,79.207,163.133
Candy Sweet,Pat Boone,3.0,72.0,1960-08-17,6N3CSxLlU65c67PxD4lnpS,Love Letters In The Sand,Pat's Great Hits (Expanded Edition),49.0,N,1957-09-01,0.548,0.258,-11.352,0.0281,0.831,0.0,0.117,0.491,3.0,1.0,88.805,135.64
Cannonball,Duane Eddy His Twangy Guitar And The Rebels,12.0,15.0,1958-10-29,49pnPOIXktLEbyJmM5iMkf,Cannonball,Have 'Twangy' Guitar Will Travel,29.0,N,1958,0.549,0.842,-7.311,0.0376,4e-05,0.851,0.305,0.663,2.0,1.0,117.868,115.72
Cap And Gown,Marty Robbins,6.0,45.0,1959-06-10,62qiyZxpfg6wEIV6S5PE9y,Doggone Cowboy,Return of the Gunfighter,58.0,N,1963-12-17,0.739,0.321,-13.229,0.0502,0.858,0.0,0.109,0.811,5.0,1.0,147.163,129.973
Caravan,Santo & Johnny,8.0,48.0,1960-03-09,4ywZFpLcOvybhVeGasNY9C,Caravana,Nuestros Primeros 20 Éxitos,13.0,N,2001,0.659,0.861,-3.185,0.0289,0.0687,0.862,0.205,0.709,5.0,1.0,117.777,152.64
Caribbean,Mitchell Torok,14.0,27.0,1959-07-29,51OPErNxOFv7Qv0LQKeQZ5,Caribbean,Caribbean,10.0,N,1960-01-01,0.726,0.867,-2.531,0.0303,0.78,8.02e-06,0.159,0.94,0.0,1.0,142.211,152.693
Carol,Chuck Berry,10.0,18.0,1958-08-20,41ADUIxv4MkkWi7kgaZMrH,Carol,Berry Is On Top,43.0,N,1959-07-01,0.637,0.852,-10.752,0.036,0.869,0.000836,0.351,0.789,0.0,1.0,157.291,168.6
Castin' My Spell,The Johnny Otis Show,5.0,52.0,1959-04-22,314daYWDtEZ9kFYY76PUn3,Castin' My Spell,The Capitol Years,30.0,Y,1989-01-01,0.881,0.9,-8.342,0.054,0.512,2.61e-05,0.234,0.929,8.0,0.0,103.502,131.667
Cathy's Clown,The Everly Brothers,17.0,1.0,1960-04-13,1MA9StLzlFftLbuqOmoWij,Cathy's Clown,The Golden Hits of The Everly Brothers,43.0,N,1962-06-01,0.497,0.582,-8.961,0.0339,0.412,0.0,0.372,0.866,7.0,1.0,119.808,144.013
Cerveza,Boots Brown And His Blockbusters,8.0,62.0,1961-02-01,4yJGljvcvDEp2cxWRHao6s,Cerveza,Take It Off: The Ultimate Burlesque Album,2.0,N,2017-06-09,0.588,0.885,-5.748,0.0461,0.628,0.942,0.063,0.932,5.0,1.0,81.534,126.107
Chain Gang,Sam Cooke,16.0,2.0,1960-08-10,1sK10Me7qS9em2QTx6dYRe,Chain Gang,The Man Who Invented Soul,44.0,N,2000-09-26,0.698,0.661,-9.674,0.0416,0.636,0.0,0.228,0.824,7.0,1.0,131.808,160.0
Chantilly Lace,Big Bopper,25.0,6.0,1958-01-01,07GtDOCxmye5KDWsTSACPk,Chantilly Lace,Chantilly Lace,55.0,N,1958-01-01,0.489,0.806,-6.054,0.0858,0.841,2.96e-05,0.0687,0.944,3.0,1.0,172.269,145.267
Chapel Of Dreams,The Dubs,6.0,74.0,1959-08-19,2oaZcn6uAZgo3kNASLQfMB,Chapel of Dreams,Could This Be Magic: The Best of the Dubs,21.0,N,2023-05-12,0.526,0.505,-4.697,0.0272,0.4,0.0,0.0511,0.684,3.0,1.0,98.88,150.16
Chariot Rock,The Champs,7.0,59.0,1958-08-06,6XryacCjlrgV6EXlQbEJRx,Chariot Rock,Greatest Hits / Tequila,10.0,N,1994-04-19,0.421,0.749,-10.836,0.0384,0.269,0.885,0.12,0.919,5.0,1.0,168.637,140.533
Charlena,The Sevilles,5.0,84.0,1961-01-18,7vcJkzUTxuGvrs14PM6qSY,Charlena,Going Back: A Collection Of Rhythm & Blues,10.0,N,2000-01-01,0.727,0.714,-10.063,0.0314,0.172,0.0091,0.112,0.963,3.0,0.0,117.511,168.533
Charlie Brown,The Coasters,15.0,2.0,1959-01-28,6XmMrl2iJhX1ytLrYEcrMu,Charlie Brown,The Coasters - 34 Massive Hits,21.0,N,1971,0.809,0.473,-10.995,0.221,0.571,0.000479,0.0742,0.895,10.0,1.0,130.49,141.0
Chattanooga Choo Choo,Ernie Fields & Orch.,8.0,54.0,1960-02-24,30c5HuKfnUEsPRYPZUiMAL,Chattanooga Choo Choo,The Charleston,0.0,N,2010-09-20,0.605,0.659,-14.4,0.0393,0.641,0.909,0.0914,0.968,7.0,1.0,154.605,159.507
Chattanooga Shoe Shine Boy,Freddy Cannon,7.0,34.0,1960-02-17,2Wg92bsfweigVksgH5FtkJ,Chattanooga Shoe Shine Boy,The Boston Cannon!,13.0,N,2020-11-27,0.486,0.709,-12.192,0.153,0.682,0.0,0.202,0.89,2.0,1.0,178.584,137.134
Cherié,Bobby Rydell,4.0,54.0,1961-02-08,58r4JuwHhXLAkttkaUZfLw,Got to Be Real,Cheryl Lynn (Expanded Edition),66.0,N,1978-07-17,0.836,0.626,-10.143,0.0335,0.0943,0.742,0.153,0.898,9.0,0.0,114.657,307.947
Cherry Berry Wine,Charlie Mccoy,1.0,99.0,1961-02-22,02CLQ2RBWstBSJ74Uxb0bb,Cherry Berry Wine,Cadence Classics,2.0,N,1997-09-22,0.627,0.615,-9.117,0.0401,0.197,0.0,0.108,0.87,4.0,1.0,123.897,163.133
Cherry Pie,Skip And Flip,15.0,11.0,1960-03-30,3ManMR2GV4W6xD9KQnDZHe,Cherry Pie,Goodies Old Is New: Rare Singles From The Golden Age of Rock and Roll,16.0,N,2004-03-15,0.499,0.254,-16.861,0.0392,0.629,6.81e-06,0.0877,0.492,10.0,0.0,86.029,140.382
Cherry Pink And Apple Blossom White,Jerry Murad's Harmonicats,8.0,56.0,1960-12-21,1nKE3P5qBsQDybiwps8X6N,Cherry Pink & Apple Blossom White,Cha Chas For Dancing,28.0,N,1960-02-14,0.614,0.576,-12.634,0.0516,0.864,0.464,0.298,0.875,1.0,0.0,124.709,163.133
Cherrystone,Addrisi Brothers,6.0,62.0,1959-05-27,0KZfDnUWPFIHWUZwI1I9sR,Cherry Stone,Cherry Stone,42.0,N,2022-11-25,0.474,0.166,-17.394,0.037,0.879,0.681,0.15,0.12,2.0,0.0,102.225,203.19
Child Of God,Bobby Darin,1.0,95.0,1960-12-21,6fVssKMWZYFbiGEB8fvXWJ,Child of God,The 25th Day of December with Bobby Darin,3.0,N,1960,0.643,0.525,-9.457,0.117,0.749,0.0,0.466,0.9,0.0,1.0,78.36,119.867
Chills And Fever,Ronnie Love And His Orchestra,4.0,72.0,1961-01-04,0eBES3Zw0nYB9j16RQmm8S,Chills And Fever,It's Soultime! Rediscovered,9.0,N,2016-06-10,0.522,0.566,-9.901,0.0347,0.106,0.0,0.0684,0.719,9.0,0.0,141.913,148.16
China Doll,The Ames Brothers,13.0,38.0,1960-01-27,7cy1bEJV6FCtDaYpsk8aG6,China Grove,The Captain and Me,64.0,N,1973,0.623,0.91,-8.448,0.0384,0.319,0.000448,0.081,0.745,9.0,1.0,145.624,195.307
Chip Off The Old Block,Eddy Arnold,2.0,97.0,1959-03-04,1wK9cRMY8HBmRLiNm72MBG,It's a Sin,The Essential Eddy Arnold,48.0,N,1996-06-18,0.692,0.373,-12.201,0.027,0.909,4.43e-06,0.116,0.782,10.0,1.0,144.586,146.08
Christmas Auld Lang Syne,Bobby Darin,3.0,51.0,1960-12-14,5UHxEcSaG7vwVOSZlM16Dc,Christmas Auld Lang Syne,Christmas Songs,6.0,N,2016-11-11,0.274,0.313,-11.828,0.0307,0.898,0.0,0.146,0.335,5.0,1.0,75.919,163.293
"Ciao, Ciao Bambina",Jacky Noguez And His Musette Orchestra,12.0,24.0,1959-06-17,5BsXgBYNZ10GYS329ddatZ,"Ciao, Ciao Bambina (Piove)",The Lost Singles Collection - Instrumental Collection,1.0,N,2017-02-10,0.661,0.318,-13.567,0.0344,0.275,0.028,0.103,0.761,0.0,1.0,140.122,131.88
Cimarron (Roll On),Billy Vaughn And His Orchestra,10.0,44.0,1958-10-15,3ZHrlFw8wU30OF3bVdHSaX,Cimarron,Billy Vaughn Plays,9.0,N,1958-01-01,0.396,0.379,-11.176,0.0318,0.613,0.0452,0.174,0.526,1.0,1.0,98.117,164.333
Cinderella,The Four Preps,7.0,69.0,1958-11-12,2pgFEUd7qK8fVyASICkglU,Cinderella,"The Single Collection, Vol. 1",5.0,N,2007-11-27,0.671,0.644,-9.543,0.0362,0.16,4.21e-06,0.122,0.982,4.0,1.0,115.191,106.733
City Lights,Ray Price,4.0,55.0,1959-02-25,62RfCZpT2zfBHRXD8yp2WV,City Lights,Greatest Hits,27.0,N,1956,0.326,0.495,-10.839,0.0386,0.891,0.0,0.241,0.723,10.0,1.0,109.915,178.979
Clap Your Hands,The Beau-Marks,14.0,45.0,1960-05-11,5KaJHgTXG5GIkYB5Pjh1cf,Clap Your Hands,The Best of the Beau-Marks,13.0,N,2013-05-07,0.501,0.753,-7.349,0.0331,0.0381,0.0,0.185,0.927,6.0,1.0,123.713,120.787
Clementine,Jan & Dean,9.0,21.0,1960-02-03,4OfYVPj7EbkV2mIW5HbJ6H,Clementine,Greatest Hits Vol 1. [Audiophile Edition],1.0,N,2023-09-09,0.45,0.917,-4.861,0.088,0.821,0.0,0.113,0.808,9.0,0.0,83.08,116.933
Climb Ev'ry Mountain,Tony Bennett,5.0,74.0,1959-12-16,3zeTHjRg21dMPBzAUW3Vve,Climb Ev'ry Mountain,"Sunrise, Sunset",9.0,Y,1973,0.195,0.386,-9.87,0.0324,0.948,1.63e-05,0.541,0.146,9.0,1.0,85.056,137.64
Close Together,Jimmy Reed,4.0,68.0,1961-01-25,6lY9BWuAs7clyMCFtVNXoZ,Close Together,Jimmy Reed Plays 12 String Guitar Blues,0.0,N,1963-01-01,0.755,0.532,-11.934,0.0341,0.499,0.832,0.0781,0.936,4.0,1.0,95.167,144.234
Come Along,Maurice Williams & The Zodiacs,2.0,83.0,1961-04-05,6JTmMou1uaWE5j5nCymwB4,Come Along,Presenting Maurice Williams & The Zodiacs,15.0,N,1961-08-12,0.54,0.657,-8.231,0.0572,0.782,0.0,0.25,0.71,10.0,1.0,121.901,102.653
Come Back,Jimmy Clanton,8.0,63.0,1960-08-17,7tUjU3BkY9JcApczsi93P4,Come Back,Go Jimmy Go - The Very Best of Jimmy Clanton,3.0,N,1997-01-01,0.366,0.299,-9.532,0.0264,0.598,2.66e-06,0.0509,0.288,0.0,1.0,103.379,172.0
Come Closer To Me (Acercate Mas),Nat King Cole,9.0,41.0,1958-01-01,76AbCflWiJBgByIqFl396O,Acercate Mas (Come Closer To Me),Cole Espanol,33.0,N,1958-08-01,0.548,0.256,-14.527,0.0374,0.823,1.4e-05,0.101,0.548,3.0,1.0,100.805,168.827
